"WKT","Idcko","Datum","Cas","denvtydnu","weekday","Nocden","daynight","Misto","Udalost","Incident","Vyrizeni","closing","Zdroj","Source","Y","X"
"POINT (16.5993874920001 49.1810188790001)","175027","2017/06/09","1899/12/30","Pátek","Friday","Den","Day","Brno, Renneska trida","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18101887860","16.59938749190"
"POINT (16.5830305430001 49.2114297960001)","175476","2017/06/07","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Minska","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21142979640","16.58303054340"
"POINT (16.5830305430001 49.2114297960001)","175477","2017/06/07","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Minska","Cyklista - Alkohol nad 0,3 promile","Cyclist - alcohol over 0,3","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.21142979640","16.58303054340"
"POINT (16.5830305430001 49.2114297960001)","175478","2017/06/07","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Minska","Cyklista - Alkohol nad 0,3 promile","Cyclist - alcohol over 0,3","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.21142979640","16.58303054340"
"POINT (16.6160921370001 49.1702799120001)","175757","2017/06/07","1899/12/30","Středa","Wednesday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.682563626 49.206222143)","175839","2017/06/07","1899/12/30","Středa","Wednesday","Den","Day","Brno, Novoliseňska","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20622214350","16.68256362630"
"POINT (16.639689021 49.2031766040001)","175955","2017/06/06","1899/12/30","Úterý","Tuesday","Noc","Night","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660430","16.63968902120"
"POINT (16.6063448670001 49.199640458)","176020","2017/06/06","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Moravske namesti","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19964045840","16.60634486700"
"POINT (16.6160921370001 49.1702799120001)","176382","2017/06/05","1899/12/30","Pondělí","Monday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6160921370001 49.1702799120001)","176383","2017/06/05","1899/12/30","Pondělí","Monday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6160921370001 49.1702799120001)","176385","2017/06/05","1899/12/30","Pondělí","Monday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6160921370001 49.1702799120001)","176386","2017/06/05","1899/12/30","Pondělí","Monday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6160921370001 49.1702799120001)","176492","2017/06/05","1899/12/30","Pondělí","Monday","Den","Day","Brno, Ksirova","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6070015280001 49.2029988640001)","176837","2017/06/04","1899/12/30","Neděle","Sunday","Noc","Night","Brno, Lidicka","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20299886450","16.60700152810"
"POINT (16.6063448670001 49.199640458)","176845","2017/06/04","1899/12/30","Neděle","Sunday","Noc","Night","Brno, Moravske namesti","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19964045840","16.60634486700"
"POINT (16.6160921370001 49.1702799120001)","177051","2017/06/03","1899/12/30","Sobota","Saturday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6160921370001 49.1702799120001)","177052","2017/06/03","1899/12/30","Sobota","Saturday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.620490239 49.175870247)","177071","2017/06/03","1899/12/30","Sobota","Saturday","Den","Day","Brno, Marianske namesti","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17587024680","16.62049023860"
"POINT (16.5955157990001 49.1637698850001)","177696","2017/06/01","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Bohunicka","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.16376988540","16.59551579940"
"POINT (16.5955157990001 49.1637698850001)","177701","2017/06/01","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Bohunicka","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.16376988540","16.59551579940"
"POINT (16.6160921370001 49.1702799120001)","177787","2017/06/01","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6160921370001 49.1702799120001)","177808","2017/06/01","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.625098569 49.1753786780001)","177961","2017/06/01","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Luzna","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.639689021 49.2031766040001)","178017","2017/05/31","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660430","16.63968902120"
"POINT (16.6027060120001 49.1846677510001)","178351","2017/05/31","1899/12/30","Středa","Wednesday","Den","Day","Brno, Nove sady","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.18466775140","16.60270601170"
"POINT (16.590444151 49.2272336030001)","178379","2017/05/31","1899/12/30","Středa","Wednesday","Den","Day","Brno, Bulharska","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.22723360310","16.59044415100"
"POINT (16.639689021 49.2031766040001)","178755","2017/05/30","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660430","16.63968902120"
"POINT (16.6286564120001 49.2098212710001)","178886","2017/05/29","1899/12/30","Pondělí","Monday","Noc","Night","Brno, Musilova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20982127070","16.62865641190"
"POINT (16.626647222 49.1904805560001)","179172","2017/05/29","1899/12/30","Pondělí","Monday","Den","Day","Brno, Krenova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19048055560","16.62664722220"
"POINT (16.6160474590001 49.2001819700001)","179196","2017/05/29","1899/12/30","Pondělí","Monday","Den","Day","Brno, Pricni","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20018196990","16.61604745920"
"POINT (16.6413208660001 49.1928368040001)","179271","2017/05/28","1899/12/30","Neděle","Sunday","Den","Day","Brno, Buzkova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19283680420","16.64132086590"
"POINT (16.528468699 49.221321334)","179598","2017/05/26","1899/12/30","Pátek","Friday","Noc","Night","Brno, Odbojarska","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22132133430","16.52846869880"
"POINT (16.6551011920001 49.1962632670001)","180039","2017/05/25","1899/12/30","Čtvrtek","Thursday","Noc","Night","Brno, Liseňska","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19626326670","16.65510119190"
"POINT (16.6413208660001 49.1928368040001)","180125","2017/05/25","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Buzkova","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19283680420","16.64132086590"
"POINT (16.639689021 49.2031766040001)","180162","2017/05/25","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660430","16.63968902120"
"POINT (16.639689021 49.2031766040001)","180167","2017/05/25","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20317660430","16.63968902120"
"POINT (16.620608191 49.198465651)","180467","2017/05/24","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Cejl","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19846565130","16.62060819070"
"POINT (16.6538726790001 49.1526776590001)","180470","2017/05/24","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Ivanovicke namesti","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.15267765910","16.65387267930"
"POINT (16.6538726790001 49.1526776590001)","180473","2017/05/24","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Ivanovicke namesti","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.15267765910","16.65387267930"
"POINT (16.6538726790001 49.1526776590001)","180474","2017/05/24","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Ivanovicke namesti","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.15267765910","16.65387267930"
"POINT (16.627216038 49.2041671650001)","180488","2017/05/24","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Jana Svobody","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20416716490","16.62721603780"
"POINT (16.6562723910001 49.1918415850001)","180563","2017/05/24","1899/12/30","Středa","Wednesday","Den","Day","Brno, Belohorska","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19184158520","16.65627239130"
"POINT (16.6562723910001 49.1918415850001)","180564","2017/05/24","1899/12/30","Středa","Wednesday","Den","Day","Brno, Belohorska","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19184158520","16.65627239130"
"POINT (16.5989 49.1841)","180880","2017/05/24","1899/12/30","Středa","Wednesday","Den","Day","Brno, Polni","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18410000000","16.59890000000"
"POINT (16.5830305430001 49.2114297960001)","180925","2017/05/23","1899/12/30","Úterý","Tuesday","Noc","Night","Brno, Minska","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21142979640","16.58303054340"
"POINT (16.6160921370001 49.1702799120001)","181163","2017/05/23","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6160921370001 49.1702799120001)","181182","2017/05/23","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.6327813130001 49.198007256)","181226","2017/05/23","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Krokova","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19800725630","16.63278131260"
"POINT (16.625098569 49.1753786780001)","181237","2017/05/23","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537867830","16.62509856950"
"POINT (16.6160921370001 49.1702799120001)","181264","2017/05/23","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Ksirova","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991170","16.61609213720"
"POINT (16.620490239 49.175870247)","181268","2017/05/23","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Marianske namesti","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17587024680","16.62049023860"
"POINT (16.598488382 49.1881967)","181325","2017/05/23","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Kridlovicka","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18819669970","16.59848838240"
"POINT (16.682563626 49.206222143)","181641","2017/05/22","1899/12/30","Pondělí","Monday","Den","Day","Brno, Novoliseňska","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20622214350","16.68256362630"
"POINT (16.6375751800001 49.2012119300001)","182011","2017/05/20","1899/12/30","Sobota","Saturday","Noc","Night","Brno, Bubenickova","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20121193000","16.63757518000"
"POINT (16.6313737900001 49.2015884)","182012","2017/05/20","1899/12/30","Sobota","Saturday","Noc","Night","Brno, Zabrdovicka","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20158840000","16.63137379000"
"POINT (16.64177504 49.2038296900001)","182158","2017/05/19","1899/12/30","Pátek","Friday","Noc","Night","Brno, Svatoplukova","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20382969000","16.64177504000"
"POINT (16.63968902 49.2031766)","182162","2017/05/19","1899/12/30","Pátek","Friday","Noc","Night","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660000","16.63968902000"
"POINT (16.63968902 49.2031766)","182163","2017/05/19","1899/12/30","Pátek","Friday","Noc","Night","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660000","16.63968902000"
"POINT (16.6098304500001 49.1903182200001)","182477","2017/05/19","1899/12/30","Pátek","Friday","Den","Day","Brno, Nadrazni","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.19031822000","16.60983045000"
"POINT (16.63968902 49.2031766)","182644","2017/05/18","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20317660000","16.63968902000"
"POINT (16.61609214 49.17027991)","182708","2017/05/18","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991000","16.61609214000"
"POINT (16.61609214 49.17027991)","182712","2017/05/18","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Ksirova","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991000","16.61609214000"
"POINT (16.61609214 49.17027991)","182717","2017/05/18","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991000","16.61609214000"
"POINT (16.61609214 49.17027991)","182718","2017/05/18","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Ksirova","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17027991000","16.61609214000"
"POINT (16.62820644 49.18129041)","182837","2017/05/18","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, cernovicke nabrezi","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18129041000","16.62820644000"
"POINT (16.63968902 49.2031766)","182945","2017/05/18","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Stara osada","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.20317660000","16.63968902000"
"POINT (16.58303054 49.2114298)","182989","2017/05/17","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Minska","Cyklista na chodníku","Cyclist on the sidewalk","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.21142980000","16.58303054000"
"POINT (16.58303054 49.2114298)","182995","2017/05/17","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Minska","Cyklista - Alkohol nad 0,3 promile","Cyclist - alcohol over 0,3","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.21142980000","16.58303054000"
"POINT (16.58303054 49.2114298)","182997","2017/05/17","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Minska","Cyklista - Alkohol nad 0,3 promile","Cyclist - alcohol over 0,3","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.21142980000","16.58303054000"
"POINT (16.6284493900001 49.20597923)","183027","2017/05/17","1899/12/30","Středa","Wednesday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.6284493900001 49.20597923)","183028","2017/05/17","1899/12/30","Středa","Wednesday","Den","Day","Brno, Husovicka","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.20597923000","16.62844939000"
"POINT (16.62509857 49.1753786800001)","183103","2017/05/17","1899/12/30","Středa","Wednesday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.5904441500001 49.2272336)","183270","2017/05/17","1899/12/30","Středa","Wednesday","Den","Day","Brno, Bulharska","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.22723360000","16.59044415000"
"POINT (16.5941395300001 49.22850107)","183281","2017/05/17","1899/12/30","Středa","Wednesday","Den","Day","Brno, Kosmova","Cyklista na chodníku","Cyclist on the sidewalk","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.22850107000","16.59413953000"
"POINT (16.6603035100001 49.2070776200001)","183712","2017/05/16","1899/12/30","Úterý","Tuesday","Den","Day","Brno, Bzenecka","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.20707762000","16.66030351000"
"POINT (16.58960597 49.19785389)","183976","2017/05/15","1899/12/30","Pondělí","Monday","Den","Day","Brno, Vsetickova","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Předáno na místě policistovi ČR","Handed over to the State Police","Telefonické oznámení 156","Phone call 156","49.19785389000","16.58960597000"
"POINT (16.62186698 49.18339224)","183977","2017/05/15","1899/12/30","Pondělí","Monday","Den","Day","Brno, Dornych","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18339224000","16.62186698000"
"POINT (16.62060819 49.1984656500001)","184414","2017/05/14","1899/12/30","Neděle","Sunday","Noc","Night","Brno, Cejl","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.19846565000","16.62060819000"
"POINT (16.5087067600001 49.21883711)","184447","2017/05/14","1899/12/30","Neděle","Sunday","Den","Day","Brno, Vejrostova","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.21883711000","16.50870676000"
"POINT (16.5087067600001 49.21883711)","184448","2017/05/14","1899/12/30","Neděle","Sunday","Den","Day","Brno, Vejrostova","Cyklista na chodníku","Cyclist on the sidewalk","K vymáhání ORF MmB","Handed over to the Finance and Budgeting Department","Radioprovoz","Radio broadcasting","49.21883711000","16.50870676000"
"POINT (16.62509857 49.1753786800001)","184542","2017/05/14","1899/12/30","Neděle","Sunday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.62509857 49.1753786800001)","184543","2017/05/14","1899/12/30","Neděle","Sunday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.62509857 49.1753786800001)","184544","2017/05/14","1899/12/30","Neděle","Sunday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.62509857 49.1753786800001)","184545","2017/05/14","1899/12/30","Neděle","Sunday","Den","Day","Brno, Luzna","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.17537868000","16.62509857000"
"POINT (16.58303054 49.2114298)","184588","2017/05/13","1899/12/30","Sobota","Saturday","Noc","Night","Brno, Minska","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.21142980000","16.58303054000"
"POINT (16.59938749 49.1810188800001)","184853","2017/05/12","1899/12/30","Pátek","Friday","Den","Day","Brno, Renneska trida","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18101888000","16.59938749000"
"POINT (16.59938749 49.1810188800001)","184856","2017/05/12","1899/12/30","Pátek","Friday","Den","Day","Brno, Renneska trida","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18101888000","16.59938749000"
"POINT (16.609 49.1864)","185209","2017/05/11","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Uhelna","Cyklista na chodníku","Cyclist on the sidewalk","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.18640000000","16.60900000000"
"POINT (16.5699433300001 49.24157158)","185338","2017/05/11","1899/12/30","Čtvrtek","Thursday","Den","Day","Brno, Palirenska","Cyklista - Nerespektování značky zákaz vjezdu","Cyclist - violation of the No entry road sign","Napomenutí / Domluva do 1.7.2017","Warning","Radioprovoz","Radio broadcasting","49.24157158000","16.56994333000"
"POINT (16.5342004300001 49.22090682)","185516","2017/05/10","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Pod Horkou","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.22090682000","16.53420043000"
"POINT (16.5342004300001 49.22090682)","185517","2017/05/10","1899/12/30","Středa","Wednesday","Noc","Night","Brno, Pod Horkou","Cyklista - porušení pravidel provozu","Cyclist - violation of the traffic rules","Oznámeno správnímu orgánu mimo MP","Handed over to the administrative authority outside the City Police","Radioprovoz","Radio broadcasting","49.22090682000","16.53420043000"
"POINT (16.60739327 49.19160313)","185939","2017/05/10","1899/12/30","Středa","Wednesday","Den","Day","Brno, Petrska","Pěší zóna - vjezd cyklistu","Pedestrian zone - cyclist entry","Bloková pokuta","Fine","Radioprovoz","Radio broadcasting","49.19160313000","16.60739327000"
